"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
1923156,202467,"train",14,2,"13",30
1001094,168801,"prior",36,6,"10",1
2877803,203903,"prior",3,3,"22",5
1512903,163582,"prior",5,0,"21",29
1684468,206201,"prior",7,6,"15",0
2868536,69472,"prior",5,3,"12",18
1572005,203999,"prior",7,6,"18",7
2684548,163599,"prior",20,3,"10",18
194959,85915,"prior",27,3,"10",2
1039526,90080,"prior",89,1,"08",6
2675346,2610,"prior",19,0,"11",9
228674,163492,"prior",23,0,"13",9
2469036,138559,"prior",3,0,"14",30
2108327,104008,"prior",21,5,"14",5
1808601,17691,"prior",5,1,"10",8
3393587,71772,"prior",20,0,"14",3
2337790,141907,"prior",28,5,"15",6
892475,23140,"prior",46,1,"15",8
3113608,161748,"prior",4,6,"12",18
2736883,28630,"prior",2,1,"13",8
2471714,118065,"prior",17,1,"08",8
2526527,130838,"prior",4,3,"17",24
281829,199190,"prior",17,3,"11",8
874759,29000,"prior",3,2,"09",30
2213568,106397,"prior",17,0,"22",5
2824778,117150,"prior",8,3,"06",4
619985,25192,"prior",3,2,"14",5
2860286,83697,"prior",28,1,"15",12
802191,54725,"prior",3,0,"16",15
1629192,157623,"prior",27,1,"09",3
792131,100595,"prior",11,1,"09",8
874527,5706,"train",20,0,"15",14
2475785,184597,"prior",6,4,"17",13
2735721,84623,"prior",59,0,"09",8
2544528,153932,"prior",15,1,"16",8
2422839,60548,"prior",61,5,"18",0
1008932,8219,"prior",5,3,"11",5
1712145,198714,"prior",17,5,"16",30
1661163,69114,"prior",19,1,"12",6
2687943,23165,"prior",15,4,"15",11
769253,4801,"prior",10,3,"16",17
2362557,100155,"prior",8,6,"19",1
804173,61263,"prior",12,0,"22",4
301001,51320,"prior",3,1,"23",30
393510,60406,"prior",40,1,"12",3
895000,74798,"prior",15,4,"20",7
2129393,129290,"prior",13,3,"07",4
909150,175658,"prior",42,5,"17",3
3409519,72681,"prior",14,6,"13",12
3106619,91988,"train",6,0,"11",30
2356871,169504,"prior",25,5,"15",27
1083450,161002,"prior",89,1,"23",1
1905477,167466,"prior",22,6,"11",7
420541,106325,"prior",17,5,"14",0
879727,171261,"prior",50,5,"12",1
385871,196326,"prior",8,6,"08",3
1166643,203341,"prior",67,2,"09",10
1131095,88893,"prior",3,4,"11",14
1376199,172430,"prior",33,6,"11",6
25710,14091,"prior",25,0,"22",7
104609,125770,"prior",7,6,"11",30
256748,20468,"train",47,1,"09",10
951800,67786,"prior",15,2,"18",8
3296538,149846,"prior",3,1,"12",1
2805649,183149,"prior",2,4,"16",17
916839,44038,"prior",3,5,"14",10
441642,105420,"prior",3,1,"17",0
2703474,96395,"prior",27,2,"20",12
1777941,84945,"prior",48,1,"15",5
295692,39114,"prior",16,1,"10",10
476746,5236,"prior",50,3,"15",0
3317732,177646,"prior",5,2,"12",23
2622954,129784,"prior",16,2,"18",1
1202092,126261,"prior",35,3,"14",3
157783,122156,"prior",3,6,"14",7
257727,142756,"prior",21,0,"06",1
3149681,107406,"prior",6,2,"17",18
447536,83305,"prior",17,1,"10",3
2200731,111274,"prior",8,6,"06",14
3173108,39451,"prior",5,0,"07",8
3302257,278,"prior",8,2,"15",6
2606925,176785,"prior",5,3,"08",14
1156070,126590,"prior",47,5,"09",3
1608966,15730,"prior",13,1,"12",11
158627,56166,"prior",2,1,"22",30
2224437,66270,"prior",33,3,"14",8
3282260,98816,"prior",4,3,"19",2
2825103,98052,"prior",19,5,"13",7
248286,172797,"prior",3,0,"15",28
241518,23638,"prior",3,1,"16",22
1264590,92997,"prior",8,1,"09",1
50025,68254,"prior",10,2,"16",4
383638,174024,"prior",37,0,"21",7
1986216,72935,"prior",13,2,"10",1
3328874,83216,"prior",19,2,"22",8
1860855,155850,"prior",22,5,"09",7
1386364,69437,"prior",58,2,"20",5
627218,95263,"prior",18,0,"12",7
739932,20014,"prior",11,5,"09",4
2791768,140917,"prior",9,5,"10",24
1102752,35985,"prior",22,0,"11",16
1599281,162056,"prior",14,0,"11",7
507555,168022,"prior",39,4,"14",4
3094714,178140,"prior",10,0,"16",14
2264645,30020,"prior",46,1,"08",7
27266,82058,"prior",30,6,"14",12
2952559,99379,"prior",15,0,"09",8
3192949,80876,"prior",17,4,"16",3
1102852,104220,"prior",2,3,"18",4
547861,172546,"prior",33,1,"21",9
1931782,161358,"prior",4,2,"22",30
2672664,79321,"prior",21,0,"15",14
1081448,199877,"train",16,0,"13",21
100787,16295,"prior",18,5,"07",30
1841239,151649,"prior",19,0,"11",30
2944110,105094,"prior",6,5,"12",6
754900,155857,"prior",9,3,"17",18
2252283,1438,"prior",42,5,"12",5
1903260,84376,"prior",22,2,"14",1
671073,7714,"prior",9,6,"17",9
1964656,195385,"prior",3,4,"15",17
60482,185577,"prior",55,1,"14",7
381081,39221,"prior",76,4,"10",3
3394652,78725,"prior",48,1,"08",4
2343168,205329,"prior",2,4,"11",30
2549146,103835,"prior",56,2,"15",5
1929118,48598,"prior",7,6,"09",1
3417325,8186,"prior",4,1,"21",30
2953274,107512,"prior",2,2,"15",9
1802621,82607,"prior",4,2,"21",18
2506045,190147,"prior",21,4,"13",17
957096,176828,"prior",5,1,"14",3
350582,109020,"prior",49,4,"15",2
128459,141815,"prior",16,5,"16",3
3210779,26838,"prior",24,1,"12",8
995722,159474,"train",4,1,"12",7
2103675,79224,"prior",3,0,"19",27
1310720,98673,"prior",20,1,"08",5
315493,146296,"prior",21,1,"14",14
302383,25997,"prior",4,5,"22",13
1680683,119192,"prior",19,6,"14",7
413441,82133,"prior",2,0,"14",16
2968221,42668,"prior",15,2,"16",7
2814521,66440,"prior",25,0,"18",4
3061224,87868,"prior",9,1,"10",7
1763119,75491,"prior",12,2,"21",12
435763,109800,"prior",2,0,"16",3
2361833,192294,"prior",14,3,"16",8
680484,68254,"prior",30,3,"18",2
2136632,130289,"prior",10,4,"14",5
2290212,168799,"train",45,5,"08",5
1369675,30312,"prior",19,0,"11",7
1013710,137199,"prior",2,1,"17",14
1251079,108363,"prior",36,0,"08",5
416060,22379,"prior",33,2,"15",8
2019265,158415,"prior",50,2,"16",5
3085238,40644,"prior",41,1,"13",7
2177684,177338,"prior",7,4,"15",23
1574508,132035,"prior",4,1,"15",8
1332001,69373,"prior",3,2,"13",30
2874648,148657,"prior",8,5,"15",6
3342648,38940,"prior",18,0,"07",4
3395901,135452,"prior",12,0,"10",3
913815,164359,"prior",36,0,"07",0
482047,171779,"prior",29,1,"15",7
693925,204314,"prior",30,6,"09",7
3169258,43410,"prior",9,5,"16",7
1359235,88021,"train",4,5,"06",20
2004436,201712,"prior",22,2,"12",1
1120345,88206,"prior",9,6,"10",30
1822560,137221,"prior",5,0,"12",8
1887322,47550,"prior",5,1,"15",1
88714,136554,"prior",34,1,"17",24
1333728,3485,"prior",31,6,"18",14
3089035,92954,"prior",16,2,"12",3
1506848,137793,"prior",51,6,"16",6
477042,10617,"prior",11,5,"18",19
217567,137312,"prior",2,0,"19",7
782220,104042,"prior",75,1,"16",5
1692382,50214,"prior",20,1,"03",3
1945327,153433,"prior",8,6,"10",13
811560,103851,"prior",2,6,"17",13
2970808,52540,"prior",12,2,"12",3
25026,97243,"prior",27,2,"14",9
1065933,155572,"prior",36,1,"10",2
3222241,45121,"prior",14,3,"09",14
2419878,90338,"prior",14,4,"13",4
3306966,55704,"prior",10,1,"09",21
3064084,117623,"prior",31,3,"17",7
2716469,61478,"prior",2,4,"07",30
2504423,54528,"prior",25,3,"07",3
1922244,164910,"prior",7,1,"11",11
1782479,910,"prior",11,3,"11",1
2961530,65367,"prior",17,5,"19",19
1889646,25476,"prior",34,4,"13",3
3199849,195216,"prior",6,1,"10",7
825428,180237,"prior",23,5,"13",2
166569,119278,"prior",62,2,"05",8
948277,432,"prior",30,4,"20",4
2922369,190136,"prior",5,6,"16",26
740045,166183,"prior",17,0,"09",5
1976316,17209,"prior",8,2,"13",14
1282365,179958,"prior",44,6,"10",5
1906764,102174,"prior",2,0,"17",27
1979148,67896,"prior",10,5,"10",30
2509558,27485,"prior",16,6,"15",19
67461,122994,"prior",29,0,"10",5
1005999,191123,"prior",4,2,"07",9
3383501,127523,"prior",59,2,"18",5
3413834,147624,"prior",2,6,"13",21
192842,106839,"prior",10,1,"20",13
882499,54870,"prior",29,0,"20",4
3407922,132295,"prior",36,0,"20",2
1684098,134832,"prior",8,1,"07",8
2960550,133312,"prior",17,0,"17",30
319583,127209,"train",4,1,"13",10
1139674,19788,"test",6,5,"17",6
566697,140695,"prior",2,0,"16",5
3002254,64556,"prior",15,6,"23",6
3182754,37581,"prior",2,2,"14",0
1364379,134451,"prior",4,2,"08",3
284571,54405,"prior",6,3,"19",0
466233,26536,"prior",45,3,"18",7
766081,15813,"prior",13,4,"17",5
413011,186233,"prior",5,2,"17",17
2118817,121379,"prior",12,1,"12",23
580413,164680,"prior",32,1,"20",8
365501,85161,"prior",4,0,"13",6
196432,130190,"prior",6,1,"16",28
2216261,23248,"prior",14,5,"12",16
1409216,205968,"prior",34,2,"16",3
925048,170616,"prior",6,6,"18",30
1521126,105936,"prior",9,5,"07",21
2640680,202369,"prior",8,1,"07",30
3069385,159387,"prior",12,4,"22",6
618097,124923,"prior",37,4,"14",3
1239744,78302,"prior",2,5,"12",5
3169718,160532,"prior",94,6,"13",3
464325,176664,"prior",8,5,"15",8
1708329,5537,"prior",13,3,"10",29
2052544,138292,"prior",34,0,"09",3
2746089,132959,"prior",9,4,"17",17
1690404,195245,"prior",6,3,"11",5
1912848,68402,"prior",3,1,"17",7
1691656,21900,"prior",2,0,"15",12
1988063,83741,"prior",5,0,"08",30
2534569,67314,"prior",21,0,"07",5
2576746,36913,"prior",8,2,"11",16
2991182,148248,"prior",13,2,"12",13
1031367,58036,"prior",2,1,"17",6
281800,96058,"prior",36,5,"17",4
1398658,8364,"prior",10,6,"14",8
1456858,15503,"prior",37,6,"12",3
1863637,42513,"prior",12,0,"16",7
407392,106637,"prior",51,1,"12",13
1455845,139880,"prior",16,2,"17",5
554487,183951,"prior",3,1,"11",6
1194726,4117,"prior",9,3,"16",3
2498990,59478,"prior",33,4,"17",7
770660,175570,"prior",32,3,"13",7
3308443,145206,"prior",8,4,"13",21
2318103,94844,"prior",7,2,"14",11
942093,12046,"prior",2,5,"13",4
2051195,88504,"prior",32,5,"10",2
2095283,118720,"prior",22,5,"16",2
1537599,116145,"prior",38,4,"19",3
473585,63762,"prior",7,5,"16",21
3380839,83244,"prior",27,5,"07",9
1961414,46236,"prior",17,3,"15",9
1103282,5655,"prior",19,5,"12",1
923374,138126,"prior",60,2,"10",1
1922401,16193,"prior",3,1,"11",6
1988584,97092,"prior",40,5,"08",7
2601701,69496,"prior",5,1,"16",30
1486173,157853,"prior",37,1,"14",1
1803195,104298,"prior",4,6,"14",4
778015,144725,"prior",32,1,"08",26
2377736,123066,"prior",57,1,"09",2
1665228,190517,"prior",23,1,"11",14
1152709,69715,"test",7,0,"17",30
1836002,112981,"prior",23,4,"13",4
1664731,192950,"prior",21,1,"17",21
2863692,197551,"prior",77,4,"10",2
1679572,149307,"prior",13,6,"09",5
1900502,117107,"prior",19,0,"18",8
2883763,65800,"prior",46,0,"14",4
3014425,194783,"prior",20,2,"17",3
3004349,133374,"prior",3,6,"08",20
2048082,171638,"prior",2,0,"09",30
2499428,138519,"prior",5,5,"18",7
2027374,123735,"prior",12,2,"17",13
1103740,66448,"prior",47,0,"13",6
2527689,5779,"prior",17,4,"09",15
1313096,181957,"prior",9,2,"18",5
2814541,103348,"prior",27,2,"08",15
427014,180616,"prior",37,5,"14",6
2441290,189426,"prior",21,5,"14",9
1635358,17474,"prior",2,1,"21",5
2951079,18852,"prior",28,1,"15",11
1566056,35450,"prior",2,0,"17",3
3094199,45696,"prior",3,6,"12",30
2870321,117118,"prior",5,0,"13",3
641463,141290,"prior",3,2,"15",3
2857787,50599,"prior",2,1,"19",18
3265038,80200,"prior",26,5,"15",9
2414340,92619,"prior",37,0,"09",9
2413852,142413,"prior",10,4,"13",8
1468837,83536,"prior",8,3,"18",11
1613368,50554,"prior",7,5,"23",7
2778458,36376,"prior",93,1,"11",2
190299,126692,"prior",18,1,"13",13
2339035,4186,"prior",9,4,"13",30
1086656,189939,"prior",3,1,"11",16
1092457,39256,"prior",36,4,"09",4
2568762,158885,"prior",16,1,"10",5
871470,196002,"prior",65,1,"09",4
184123,14163,"prior",3,6,"07",13
1366346,3533,"prior",17,5,"17",5
692737,98258,"prior",2,5,"12",7
878534,138650,"prior",13,1,"20",3
649107,57304,"test",13,1,"11",30
2623221,119108,"prior",50,6,"15",8
2117810,100979,"prior",4,0,"14",14
2065585,204950,"prior",4,6,"17",21
2364747,154469,"prior",19,1,"11",25
2028565,136831,"prior",15,3,"19",10
2010911,40628,"prior",5,5,"15",16
608479,127481,"test",49,3,"11",6
2371291,167556,"prior",3,2,"14",6
2466828,203429,"prior",7,2,"10",1
371843,21135,"prior",8,3,"20",4
2270105,21840,"prior",43,0,"12",4
1016765,98517,"prior",22,6,"10",10
1904827,46936,"prior",15,3,"08",14
195206,1519,"prior",7,2,"09",5
847109,111367,"prior",18,0,"11",7
2188882,87888,"prior",36,1,"09",8
905334,90669,"prior",2,1,"10",30
2695362,111555,"prior",46,1,"16",4
22679,155863,"prior",47,2,"17",3
1534125,112833,"prior",20,1,"14",5
2941336,72738,"prior",2,3,"12",10
604715,138284,"prior",76,1,"18",1
2204204,18782,"prior",48,0,"11",8
2060132,69825,"prior",2,5,"19",1
2053388,144055,"prior",19,5,"09",1
2858825,173584,"prior",39,0,"22",2
3088664,53673,"prior",86,4,"11",3
1562864,96122,"prior",22,1,"20",1
2298529,147642,"prior",13,0,"15",23
825615,174373,"train",60,5,"19",13
2670628,110545,"prior",32,2,"19",2
2800826,48784,"prior",13,4,"10",9
324515,64378,"prior",14,3,"13",12
1428421,129027,"prior",29,1,"10",3
815761,34854,"prior",9,6,"11",11
1978199,165235,"train",96,5,"17",2
1021271,110479,"prior",70,3,"23",2
556567,187362,"prior",20,0,"11",3
893021,108273,"prior",14,0,"09",16
1436381,113763,"prior",8,1,"09",22
2268404,116843,"prior",26,1,"14",6
3035332,7911,"prior",34,3,"14",3
1632366,129652,"prior",42,1,"11",2
31359,76870,"prior",30,1,"14",2
2911274,110808,"prior",25,0,"08",5
1134401,91842,"prior",5,2,"16",15
682019,39101,"prior",10,1,"19",14
153561,27767,"prior",51,1,"09",7
1873846,84975,"prior",8,0,"16",1
2021480,16589,"prior",2,1,"15",19
261458,115523,"prior",32,0,"13",7
1779802,122199,"prior",12,3,"08",30
610335,77264,"prior",15,6,"22",6
3339189,143701,"prior",31,1,"12",3
438570,116292,"prior",5,4,"09",30
1248625,103872,"prior",14,4,"12",23
2345112,65164,"prior",4,1,"09",24
2239982,59329,"prior",11,4,"16",7
3034229,194964,"prior",18,5,"19",3
1306498,73426,"prior",5,4,"16",5
436262,3569,"test",10,5,"12",19
2954830,95396,"prior",5,0,"15",2
3253458,116545,"prior",42,3,"16",7
2879007,101726,"prior",2,4,"11",25
2955735,183468,"prior",10,1,"09",12
627927,26794,"prior",32,5,"11",3
2815290,127994,"train",9,4,"10",30
2270205,168870,"prior",7,6,"09",13
743530,87614,"test",17,2,"00",14
2448643,147216,"prior",15,3,"15",4
381656,193986,"prior",10,2,"08",30
2268558,54374,"prior",12,1,"09",6
1243454,10567,"prior",20,1,"13",29
3135948,42202,"prior",8,5,"11",26
2432895,97928,"prior",4,4,"12",30
1831855,152089,"prior",3,4,"17",30
2315785,169534,"prior",4,6,"10",5
307213,54503,"prior",47,3,"09",20
498939,138800,"prior",47,1,"15",4
1798833,50930,"prior",5,4,"18",5
307812,112030,"prior",40,0,"11",5
560952,10649,"prior",29,0,"10",4
3255183,94548,"prior",12,6,"08",8
3390842,156339,"train",35,6,"13",7
1989591,138014,"prior",15,2,"08",30
569603,71812,"prior",2,0,"17",8
1923714,124633,"train",8,0,"11",14
2268266,103759,"prior",12,1,"10",7
1555854,87238,"prior",75,4,"21",1
542898,171615,"prior",6,5,"15",14
1276785,12435,"prior",8,0,"15",6
1948392,56482,"prior",31,5,"13",5
3386015,116829,"prior",3,5,"16",3
604228,31096,"prior",58,2,"11",1
885407,96038,"prior",5,0,"16",14
932795,2524,"prior",2,3,"15",7
1488980,164271,"prior",12,1,"11",14
3409962,125439,"prior",2,2,"07",3
2559450,83847,"prior",48,1,"14",5
3195417,31816,"prior",29,2,"12",3
519250,43567,"prior",4,1,"17",30
3151279,108255,"prior",3,4,"17",30
3101185,193324,"test",9,4,"06",6
509851,95040,"prior",8,6,"08",30
2225354,61987,"prior",5,4,"01",10
1801518,104765,"prior",13,2,"16",5
1169005,88137,"prior",6,6,"12",17
1518383,170430,"prior",9,1,"18",8
1293430,45904,"prior",45,4,"10",5
1994556,145048,"prior",3,6,"20",6
2727069,122936,"prior",9,6,"23",2
853549,44876,"prior",22,0,"14",5
10865,78217,"prior",4,0,"13",21
378878,44331,"prior",31,0,"06",12
61236,92234,"prior",29,5,"08",13
306875,187649,"prior",3,0,"10",9
1130119,70169,"prior",32,3,"15",15
1475554,160519,"prior",27,1,"19",4
2103621,124644,"prior",68,5,"10",4
1632948,152945,"prior",7,5,"13",6
3086942,122444,"prior",13,4,"22",1
387814,14491,"prior",29,6,"10",20
32920,189946,"prior",8,1,"14",7
918367,164707,"prior",22,5,"21",8
1473507,146892,"prior",12,1,"20",28
1569325,80189,"prior",33,3,"11",2
726871,117657,"prior",30,6,"09",4
3398760,83014,"prior",22,5,"14",4
569697,189316,"prior",14,3,"10",9
334844,150701,"prior",38,6,"12",6
2584032,9036,"prior",91,4,"11",2
3328200,175016,"prior",18,6,"09",6
118397,55226,"prior",7,6,"18",4
814193,104484,"prior",7,1,"12",6
206353,201715,"prior",2,0,"10",25
713880,136483,"prior",6,2,"08",30
518774,76170,"prior",14,5,"15",2
1100708,43359,"prior",3,1,"12",9
2639555,191853,"prior",25,2,"11",8
2703771,154494,"prior",26,3,"07",3
230824,113593,"prior",9,4,"17",6
2979951,125485,"prior",2,5,"09",30
2893552,199318,"prior",6,3,"17",8
2945266,110994,"prior",7,3,"10",1
1069807,20659,"prior",48,4,"15",2
1244815,80647,"prior",9,3,"14",7
859556,186022,"prior",4,4,"09",16
1354209,35716,"prior",3,1,"15",30
298486,86078,"prior",8,4,"14",5
1681814,25964,"train",7,4,"14",15
3197280,152181,"train",13,1,"12",6
1958305,102254,"prior",60,4,"13",9
2676805,175127,"prior",6,4,"22",6
839473,29881,"prior",29,1,"16",1
2858657,94312,"prior",77,5,"11",5
31085,130078,"prior",12,3,"19",8
2728543,178847,"prior",14,4,"19",4
2230464,91777,"train",6,3,"14",30
2200549,150861,"prior",2,5,"20",30
3414688,160519,"prior",26,4,"19",11
1136096,182720,"prior",17,0,"15",7
1527584,163880,"prior",6,0,"13",6
3013103,18909,"prior",8,2,"10",8
3191953,156190,"prior",29,3,"14",2
1431160,4323,"prior",9,0,"08",5
3173978,7885,"prior",12,0,"12",26
767193,166283,"prior",3,0,"16",15
2913400,81290,"prior",3,2,"14",8
3215351,132473,"prior",3,3,"19",8
1647662,61407,"prior",10,0,"13",14
3132946,17165,"prior",4,6,"22",7
2999305,197479,"prior",3,0,"00",4
2808533,183671,"test",11,0,"16",6
588315,49050,"prior",8,5,"17",3
527621,110171,"prior",24,1,"09",12
503402,35150,"prior",3,5,"09",5
697103,193813,"prior",2,6,"16",6
1763512,187416,"prior",30,0,"13",8
336169,75234,"prior",15,2,"17",30
1451972,118625,"prior",40,2,"09",4
2984477,202388,"prior",6,4,"00",21
1869576,129707,"prior",20,1,"18",12
1748724,19910,"prior",3,1,"10",14
2758511,119835,"prior",67,6,"21",2
2287785,180461,"prior",20,0,"11",2
1455851,204604,"prior",3,3,"18",30
329682,180797,"prior",25,3,"12",8
2583464,162979,"prior",4,0,"18",27
2328106,169842,"prior",13,2,"13",30
3109833,85278,"prior",25,4,"16",3
3104620,104606,"prior",37,4,"20",4
3163547,203229,"prior",6,6,"23",7
1709269,179651,"prior",2,6,"08",7
2772882,94371,"prior",5,4,"12",30
85561,170557,"prior",2,2,"16",30
3386802,7371,"prior",8,5,"17",6
1415322,97865,"prior",2,6,"23",6
2656997,93023,"prior",12,1,"19",18
1907660,88983,"prior",10,4,"10",16
152201,106114,"prior",7,0,"13",30
3081486,55687,"prior",9,5,"14",8
1288370,119289,"prior",7,5,"08",10
1095986,125179,"prior",10,0,"08",17
1920380,175540,"prior",44,1,"13",2
2417060,83381,"prior",41,3,"08",5
2846441,41018,"prior",5,0,"15",8
2946050,85482,"prior",3,6,"17",20
1130301,86866,"prior",5,1,"18",6
2712096,75825,"prior",82,6,"21",1
2219931,81766,"prior",8,0,"17",11
3054766,170515,"prior",4,1,"13",3
1684309,74142,"prior",7,1,"10",7
2886310,205510,"prior",36,0,"12",6
2093964,182289,"prior",5,6,"18",15
1593134,33893,"prior",13,4,"17",3
2847232,48471,"prior",18,6,"11",6
2979450,3420,"prior",7,5,"15",4
995693,32391,"prior",3,4,"20",11
2499985,60177,"prior",4,4,"18",18
2960866,32324,"prior",15,1,"12",30
1314450,46746,"prior",9,3,"19",3
48553,152008,"prior",9,6,"11",12
1184819,184544,"train",24,5,"10",4
2652587,186228,"prior",16,6,"11",9
1076997,55086,"prior",6,5,"19",13
278492,4282,"prior",15,5,"07",21
2858476,205442,"prior",6,1,"19",3
1455154,52352,"prior",47,2,"20",0
2879019,7363,"prior",3,1,"17",30
617225,206102,"prior",5,1,"10",9
3393207,107124,"prior",31,0,"10",15
2568653,185734,"prior",27,4,"15",7
285976,47835,"prior",20,0,"13",14
208230,66224,"prior",57,6,"13",4
67279,123454,"train",9,5,"08",18
2372495,63091,"prior",2,3,"11",5
2565820,46760,"prior",7,0,"15",28
3377090,184923,"prior",2,2,"06",5
879809,98900,"prior",13,0,"10",8
2120756,140305,"train",8,1,"10",5
455875,2836,"prior",6,2,"09",7
777568,38457,"prior",2,4,"17",15
1065437,80128,"prior",8,3,"12",7
3404397,133175,"prior",18,5,"19",3
774091,22089,"prior",24,3,"08",6
1951279,70247,"prior",8,0,"13",5
3267485,69511,"prior",49,5,"15",9
791580,114754,"prior",13,4,"09",3
2640749,36133,"prior",6,2,"16",1
1934508,177501,"prior",27,6,"08",5
123743,105651,"prior",34,2,"15",6
381712,167860,"prior",6,0,"15",5
1792906,169484,"prior",3,6,"00",26
2284853,109491,"prior",13,1,"19",0
3408722,35531,"prior",2,1,"21",7
3196353,163656,"prior",5,6,"23",25
2426749,148787,"prior",32,0,"16",2
3274988,127439,"prior",27,4,"10",5
1220653,82406,"prior",5,4,"18",6
2515412,64478,"prior",3,5,"12",8
1136054,155032,"prior",79,5,"09",2
1200039,17311,"prior",4,6,"12",26
199898,144291,"prior",16,6,"12",9
874103,53280,"prior",3,6,"12",7
2825880,135226,"prior",3,0,"07",21
118210,8021,"prior",4,4,"12",30
1190041,67921,"prior",59,2,"07",1
2311411,23734,"prior",4,3,"14",0
1346671,114532,"prior",41,1,"17",5
504624,146080,"train",8,3,"00",13
1342293,113697,"prior",51,6,"11",0
3418918,169352,"prior",19,6,"15",0
2619620,103480,"prior",3,1,"09",6
1728895,202461,"prior",3,0,"10",14
2545224,29672,"prior",44,1,"22",6
1286133,38238,"prior",9,4,"22",30
1651565,148943,"prior",13,0,"18",16
2867497,149279,"prior",9,2,"19",30
2151874,136099,"prior",5,2,"13",7
2768664,138504,"prior",4,6,"13",15
2064965,104856,"train",7,2,"15",30
3398748,114430,"prior",6,3,"15",6
328506,154845,"prior",21,2,"01",3
243262,87959,"prior",87,2,"18",2
951364,95283,"prior",15,0,"17",8
2491731,160078,"prior",15,5,"09",8
3419734,137355,"prior",26,4,"22",8
1382638,26363,"prior",43,0,"10",12
2963370,51338,"prior",41,3,"09",7
3238684,54810,"prior",48,5,"11",4
1645642,105460,"prior",29,1,"08",19
1466609,101880,"prior",36,2,"09",1
266817,49417,"prior",43,6,"13",3
3295520,192681,"prior",51,4,"12",2
24531,13070,"prior",12,1,"15",7
2792594,20335,"prior",11,5,"15",7
3392843,117789,"prior",54,2,"10",5
3354520,38148,"prior",29,2,"09",4
324196,12628,"prior",3,1,"09",16
2031781,69351,"test",5,6,"13",9
2542829,61160,"prior",27,1,"16",5
926489,184021,"prior",9,1,"11",1
3213370,57935,"prior",7,0,"14",15
177776,101042,"prior",4,6,"23",30
2856237,194341,"test",7,4,"11",30
3186026,135968,"prior",7,5,"09",7
1038690,163115,"prior",22,0,"13",8
1327180,102911,"prior",14,1,"09",7
2412369,202554,"prior",30,3,"13",1
413914,831,"prior",15,1,"22",12
3405134,111521,"prior",5,1,"17",14
1816807,102254,"prior",84,2,"22",2
2792116,149680,"prior",53,3,"10",2
1499695,165768,"prior",6,4,"21",13
3119759,52472,"prior",22,1,"10",8
590838,13568,"train",22,3,"14",9
1776644,57808,"prior",43,3,"05",21
1768850,10132,"prior",21,2,"17",4
401612,49296,"prior",21,4,"13",9
2953785,35938,"prior",17,2,"11",13
1997416,116088,"prior",3,6,"15",30
906049,23583,"prior",3,1,"19",2
1954536,14064,"prior",10,6,"14",11
2393663,191255,"prior",7,6,"11",0
2282332,147900,"prior",14,2,"09",15
2177595,172134,"prior",24,2,"09",23
168823,102784,"prior",7,3,"09",2
1768450,55859,"prior",4,0,"13",30
3143306,120076,"prior",2,1,"10",10
692957,159901,"train",6,1,"13",11
2375698,83605,"prior",20,0,"17",3
1357426,134595,"prior",3,3,"15",3
1747447,113854,"prior",4,2,"09",6
1962279,174059,"prior",3,0,"15",9
2996759,5702,"train",7,2,"12",30
312315,67988,"prior",4,3,"12",7
3070871,13471,"prior",6,0,"15",14
2985911,99720,"prior",5,0,"12",4
3222752,125378,"prior",60,4,"07",1
783710,179333,"prior",7,5,"14",25
1901127,89676,"prior",5,3,"10",1
460247,110265,"prior",8,6,"19",4
9312,126994,"prior",5,1,"17",30
815197,167706,"prior",17,6,"09",12
425260,47267,"prior",5,0,"11",21
262357,52805,"prior",27,0,"16",20
106395,154682,"prior",31,3,"07",22
1189421,198897,"prior",27,5,"09",8
1876241,45382,"prior",28,4,"13",8
1363712,180743,"prior",79,2,"14",3
1686000,52919,"prior",42,6,"16",14
903973,79601,"prior",10,2,"13",15
413770,34123,"train",5,3,"17",17
2081506,197924,"prior",6,4,"14",30
1212019,64833,"prior",13,1,"14",13
86884,49028,"prior",10,6,"16",10
436373,125280,"prior",16,3,"15",4
1718271,37499,"prior",45,4,"19",2
532171,165577,"prior",27,4,"14",5
2270541,108613,"prior",6,1,"10",30
60062,147275,"prior",6,0,"09",7
1442327,85542,"prior",20,1,"23",4
2219709,16118,"prior",76,4,"19",4
3077632,28556,"prior",3,5,"17",7
1500858,21298,"prior",5,1,"09",7
2777690,192096,"prior",28,3,"15",7
654468,149728,"prior",7,2,"12",28
1701257,171188,"prior",45,2,"16",4
426859,143246,"prior",8,6,"14",10
2904490,126981,"prior",8,0,"18",13
3294326,194960,"prior",33,1,"13",5
2574581,60754,"prior",15,4,"14",2
2494654,34039,"prior",3,5,"13",16
1377932,105370,"prior",38,2,"16",7
1806306,95882,"prior",70,3,"15",5
2674732,2275,"prior",17,4,"19",13
1510333,121140,"prior",7,2,"21",6
711836,204842,"prior",28,2,"17",4
2257533,50818,"prior",7,3,"15",23
2790389,38499,"prior",7,0,"19",12
3348723,36588,"prior",7,1,"17",0
2700182,157787,"prior",29,2,"15",23
655646,35415,"prior",5,5,"09",18
2952884,41099,"prior",4,3,"06",9
2004999,189079,"prior",3,5,"15",11
777628,107215,"prior",5,6,"10",7
516602,32566,"prior",4,2,"15",9
3167210,163065,"test",6,0,"09",19
1996614,54898,"prior",15,0,"15",5
